
-9.594999e-01 -1.107935e+00 6.834667e-01 
-9.499049e-01 -1.107935e+00 6.882190e-01 
-9.403099e-01 -1.107935e+00 6.923676e-01 
-9.307149e-01 -1.107935e+00 6.959326e-01 
-9.211199e-01 -1.107935e+00 6.989367e-01 
-9.115249e-01 -1.107935e+00 7.014050e-01 
-9.019299e-01 -1.107935e+00 7.033647e-01 
-8.923349e-01 -1.107935e+00 7.048446e-01 
-8.827399e-01 -1.107935e+00 7.058752e-01 
-8.731449e-01 -1.107935e+00 7.064880e-01 
-8.635499e-01 -1.107935e+00 7.067154e-01 
-8.539549e-01 -1.107935e+00 7.065905e-01 
-8.443599e-01 -1.107935e+00 7.061466e-01 
-8.347649e-01 -1.107935e+00 7.054174e-01 
-8.251699e-01 -1.107935e+00 7.044362e-01 
-8.155749e-01 -1.107935e+00 7.032365e-01 
-8.059799e-01 -1.107935e+00 7.018510e-01 
-7.963849e-01 -1.107935e+00 7.003122e-01 
-7.867899e-01 -1.107935e+00 6.986517e-01 
-7.771949e-01 -1.107935e+00 6.969006e-01 
-7.675999e-01 -1.107935e+00 6.950892e-01 
-7.580049e-01 -1.107935e+00 6.932468e-01 
-7.484099e-01 -1.107935e+00 6.914020e-01 
-7.388149e-01 -1.107935e+00 6.895825e-01 
-7.292199e-01 -1.107935e+00 6.878148e-01 
-7.196249e-01 -1.107935e+00 6.861250e-01 
-7.100299e-01 -1.107935e+00 6.845381e-01 
-7.004349e-01 -1.107935e+00 6.830783e-01 
-6.908399e-01 -1.107935e+00 6.817689e-01 
-6.812449e-01 -1.107935e+00 6.806326e-01 
-6.716499e-01 -1.107935e+00 6.796915e-01 
-6.620549e-01 -1.107935e+00 6.789670e-01 
-6.524599e-01 -1.107935e+00 6.784799e-01 
-6.428649e-01 -1.107935e+00 6.782506e-01 
-6.332699e-01 -1.107935e+00 6.782991e-01 
-6.236749e-01 -1.107935e+00 6.786451e-01 
-6.140799e-01 -1.107935e+00 6.793080e-01 
-6.044849e-01 -1.107935e+00 6.803071e-01 
-5.948899e-01 -1.107935e+00 6.816617e-01 
-5.852949e-01 -1.107935e+00 6.833910e-01 
-5.756999e-01 -1.107935e+00 6.855145e-01 
-5.661049e-01 -1.107935e+00 6.880517e-01 
-5.565099e-01 -1.107935e+00 6.910226e-01 
-5.469149e-01 -1.107935e+00 6.944475e-01 
-5.373199e-01 -1.107935e+00 6.983472e-01 
-5.277249e-01 -1.107935e+00 7.027431e-01 
-5.181299e-01 -1.107935e+00 7.076574e-01 
-5.085349e-01 -1.107935e+00 7.131130e-01 
-4.989399e-01 -1.107935e+00 7.191338e-01 
-4.893449e-01 -1.107935e+00 7.257447e-01 
-4.797499e-01 -1.107935e+00 7.329718e-01 
-4.701549e-01 -1.107935e+00 7.408424e-01 
-4.605599e-01 -1.107935e+00 7.493852e-01 
-4.509649e-01 -1.107935e+00 7.586306e-01 
-4.413699e-01 -1.107935e+00 7.686105e-01 
-4.317749e-01 -1.107935e+00 7.793585e-01 
-4.221799e-01 -1.107935e+00 7.909106e-01 
-4.125849e-01 -1.107935e+00 8.033044e-01 
-4.029899e-01 -1.107935e+00 8.165801e-01 
-3.933949e-01 -1.107935e+00 8.307803e-01 
-3.837999e-01 -1.107935e+00 8.459503e-01 
-3.742049e-01 -1.107935e+00 8.621381e-01 
-3.646099e-01 -1.107935e+00 8.793949e-01 
-3.550149e-01 -1.107935e+00 8.977750e-01 
-3.454200e-01 -1.107935e+00 9.173363e-01 
-3.358250e-01 -1.107935e+00 9.381404e-01 
-3.262300e-01 -1.107935e+00 9.602530e-01 
-3.166350e-01 -1.107935e+00 9.837438e-01 
-3.070400e-01 -1.107935e+00 1.008687e+00 
-2.974450e-01 -1.107935e+00 1.035162e+00 
-2.878500e-01 -1.107935e+00 1.063253e+00 
-2.782550e-01 -1.107935e+00 1.093050e+00 
-2.686600e-01 -1.107935e+00 1.124648e+00 
-2.590650e-01 -1.107935e+00 1.158149e+00 
-2.494700e-01 -1.107935e+00 1.193661e+00 
-2.398750e-01 -1.107935e+00 1.231298e+00 
-2.302800e-01 -1.107935e+00 1.271182e+00 
-2.206850e-01 -1.107935e+00 1.313443e+00 
-2.110900e-01 -1.107935e+00 1.358219e+00 
-2.014950e-01 -1.107935e+00 1.405654e+00 
-1.919000e-01 -1.107935e+00 1.455902e+00 
-1.823050e-01 -1.107935e+00 1.509127e+00 
-1.727100e-01 -1.107935e+00 1.565500e+00 
-1.631150e-01 -1.107935e+00 1.625201e+00 
-1.535200e-01 -1.107935e+00 1.688421e+00 
-1.439250e-01 -1.107935e+00 1.755360e+00 
-1.343300e-01 -1.107935e+00 1.826226e+00 
-1.247350e-01 -1.107935e+00 1.901237e+00 
-1.151400e-01 -1.107935e+00 1.980620e+00 
-1.055450e-01 -1.107935e+00 2.064610e+00 
-9.594999e-02 -1.107935e+00 2.153447e+00 
-8.635499e-02 -1.107935e+00 2.247381e+00 
-7.675999e-02 -1.107935e+00 2.346663e+00 
-6.716499e-02 -1.107935e+00 2.451549e+00 
-5.756999e-02 -1.107935e+00 2.562294e+00 
-4.797499e-02 -1.107935e+00 2.679151e+00 
-3.837999e-02 -1.107935e+00 2.802368e+00 
-2.878500e-02 -1.107935e+00 2.932181e+00 
-1.919000e-02 -1.107935e+00 3.068814e+00 
-9.594999e-03 -1.107935e+00 3.212467e+00 
0.000000e+00 -1.107935e+00 3.363316e+00 
9.594999e-03 -1.107935e+00 3.521501e+00 
1.919000e-02 -1.107935e+00 3.687120e+00 
2.878500e-02 -1.107935e+00 3.860219e+00 
3.837999e-02 -1.107935e+00 4.040783e+00 
4.797499e-02 -1.107935e+00 4.228724e+00 
