0.0000000000000000e+00    0.0000000000000000e+00
-2.1236159880515205e-16    6.7897818180271995e-20
-3.3976809708524106e-15    2.1726452293128636e-18
-1.7199908282886366e-14    1.6497538534762836e-17
-5.4356443349340947e-14    6.9514724460506945e-17
-1.3269436095075249e-13    2.1211951237790869e-16
-2.7512512829250728e-13    5.2775255641031535e-16
-5.0963781661705652e-13    1.1405058731694447e-15
-8.6929080955419334e-13    2.2232086686727860e-15
-1.3922020113694180e-12    4.0054889577435057e-15
-2.1215375588323895e-12    6.7818069708820003e-15
-3.1054990410075401e-12    1.0919456357211605e-14
-4.3973092318247659e-12    1.6866529207653186e-14
-6.0551963408566571e-12    2.5159840939925213e-14
-8.1423767882896276e-12    3.6432811106332828e-14
-1.0727036510630728e-11    5.1423296206559041e-14
-1.3882310804252698e-11    7.0981370610804343e-14
-1.7686262714422233e-11    9.6077051723612188e-14
-2.2221859978008463e-11    1.2780796554558337e-13
-2.7576950528613206e-11    1.6740694881885522e-13
-3.3844236573388985e-11    2.1624958397273249e-13
-4.1121247251389118e-11    2.7586166311818321e-13
-4.9510309883728078e-11    3.4792657737399827e-13
-5.9118519826466125e-11    4.3429262784325994e-13
-7.0057708937591269e-11    5.3698025459636341e-13
-8.2444412669965233e-11    6.5818918005626385e-13
-9.6399835802636677e-11    8.0030546322245528e-13
-1.1204981682344870e-10    9.6590846121305418e-13
-1.2952479097628697e-10    1.1577776946486825e-12
-1.4895975198687697e-10    1.3788996134477657e-12
-1.7049421248146828e-10    1.6324742596504668e-12
-1.9427216311323958e-10    1.9219218239377327e-12
-2.2044203041170130e-10    2.2508890925624130e-12
-2.4915663337086220e-10    2.6232557814618710e-12
-2.8057313879239088e-10    3.0431407543750398e-12
-3.1485301540028799e-10    3.5149081218420629e-12
-3.5216198674428729e-10    4.0431732180213400e-12
-3.9266998290939808e-10    4.6328084523166682e-12
-4.3655109104947574e-10    5.2889490328664006e-12
-4.8398350476323570e-10    6.0169985590076567e-12
-5.3514947233130534e-10    6.8226344798899220e-12
-5.9023524383350115e-10    7.7118134164760338e-12
-6.4943101716577140e-10    8.6907763442330682e-12
-7.1293088297666364e-10    9.7660536338806495e-12
-7.8093276854348502e-10    1.0944469947631874e-11
-8.5363838060878651e-10    1.2233148988429029e-11
-9.3125314719805941e-10    1.3639518099745686e-11
-1.0139861584397374e-09    1.5171312713597133e-11
-1.1020501064091908e-09    1.6836580644471179e-11
-1.1956612240185367e-09    1.8643686226963440e-11
-1.2950392229744254e-09    2.0601314294976036e-11
-1.4004072308260753e-09    2.2718474000408238e-11
-1.5119917271265351e-09    2.5004502469347558e-11
-1.6300224787299674e-09    2.7469068293839458e-11
-1.7547324742482005e-09    3.0122174857395184e-11
-1.8863578576900850e-09    3.2974163492470188e-11
-2.0251378613073741e-09    3.6035716468225503e-11
-2.1713147376708902e-09    3.9317859806960872e-11
-2.3251336910012768e-09    4.2831965927689312e-11
-2.4868428077788207e-09    4.6589756115398738e-11
-2.6566929866562908e-09    5.0603302814630711e-11
-2.8349378677002224e-09    5.4885031746081303e-11
-3.0218337609849706e-09    5.9447723845014700e-11
-3.2176395745647243e-09    6.4304517020356996e-11
-3.4226167418487465e-09    6.9468907733422368e-11
-3.6370291484049145e-09    7.4954752395303256e-11
-3.8611430582171004e-09    8.0776268582039068e-11
-4.0952270394219010e-09    8.6948036066759949e-11
-4.3395518895502155e-09    9.3484997668083168e-11
-4.5943905602993988e-09    1.0040245991412521e-10
-4.8600180818617698e-09    1.0771609352157172e-10
-5.1367114868355122e-09    1.1544193368933037e-10
-5.4247497337431996e-09    1.2359638020637750e-10
-5.7244136301845055e-09    1.3219619737348718e-10
-6.0359857556487732e-09    1.4125851373861728e-10
-6.3597503840133419e-09    1.5080082164580758e-10
-6.6959934057535553e-09    1.6084097659752594e-10
-7.0450022498905709e-09    1.7139719643048527e-10
-7.4070658057027098e-09    1.8248806030502678e-10
-7.7824743442262872e-09    1.9413250750825897e-10
-8.1715194395718434e-09    2.0634983607120440e-10
-8.5744938900814541e-09    2.1915970120031075e-10
-8.9916916393529734e-09    2.3258211352373859e-10
-9.4234076971565934e-09    2.4663743715293518e-10
-9.8699380602700637e-09    2.6134638756007370e-10
-1.0331579633256788e-08    2.7673002927202224e-10
-1.0808630149213286e-08    2.9280977338157737e-10
-1.1301388090510936e-08    3.0960737487678159e-10
-1.1810152609556962e-08    3.2714492978921526e-10
-1.2335223449599680e-08    3.4544487216223976e-10
-1.2876900865603289e-08    3.6452997084022200e-10
-1.3435485545216247e-08    3.8442332607987692e-10
-1.4011278529858403e-08    4.0514836598491025e-10
-1.4604581135950902e-08    4.2672884276522941e-10
-1.5215694876313011e-08    4.4918882882206419e-10
-1.5844921381749906e-08    4.7255271266040482e-10
-1.6492562322855856e-08    4.9684519463024157e-10
-1.7158919332054983e-08    5.2209128249814720e-10
-1.7844293925904283e-08    5.4831628685083029e-10
-1.8548987427681433e-08    5.7554581633233962e-10
-1.9273300890280689e-08    6.0380577271667556e-10
-2.0017535019438663e-08    6.3312234581762159e-10
-2.0781990097313607e-08    6.6352200823768050e-10
-2.1566965906439410e-08    6.9503150995807170e-10
-2.2372761654076745e-08    7.2767787277176440e-10
-2.3199675896982707e-08    7.6148838456166383e-10
-2.4048006466620260e-08    7.9649059342603398e-10
