0.0000000000000000e+00    0.0000000000000000e+00
-3.7230331768177475e-16    6.4209921758534668e-13
-5.9567407844223500e-15    5.1364797308685150e-12
-3.0155087183052417e-14    1.7333852964479880e-11
-9.5300935226624337e-14    4.1081791419724964e-11
-2.3265564794547890e-13    8.0223161264093351e-11
-4.8240269253276686e-13    1.3859455738023391e-10
-8.9364035615801455e-13    2.2002474169192975e-10
-1.5243728443995288e-12    3.2833308558173962e-10
-2.4414997630891706e-12    4.6732801721185110e-10
-3.7208039845300560e-12    6.4080547455757965e-10
-5.4469378991609935e-12    8.5254736495648623e-10
-7.7134080539393019e-12    1.1063200319743766e-09
-1.0622558178823598e-11    1.4058727303817285e-09
-1.4285550602898187e-11    1.7549361100291575e-09
-1.8822346061891224e-11    2.1572207094060183e-09
-2.4361681898884203e-11    2.6164154596553432e-09
-3.1041048660317650e-11    3.1361861998160815e-09
-3.9006665089420315e-11    3.7201742040508483e-09
-4.8413451519434295e-11    4.3719947216117538e-09
-5.9425001669197050e-11    5.0952355302881902e-09
-7.2213552843690010e-11    5.8934555040676746e-09
-8.6959954542553569e-11    6.7701831957365375e-09
-1.0385363547947893e-10    7.7289154351300087e-09
-1.2309256901579131e-10    8.7731159437356569e-09
-1.4488323701162731e-10    9.9062139663405930e-09
-1.6944059209828068e-10    1.1131602920400260e-08
-1.9698801837554792e-10    1.2452639063796017e-08
-2.2775729053806237e-10    1.3872640181634808e-08
-2.6198853143474566e-10    1.5394884292730076e-08
-2.9993016806591183e-10    1.7022608376393030e-08
-3.4183888602245508e-10    1.8759007120143810e-08
-3.8797958237211570e-10    2.0607231688943613e-08
-4.3862531699777495e-10    2.2570388516529847e-08
-4.9405726239294370e-10    2.4651538119420803e-08
-5.5456465192022982e-10    2.6853693934147276e-08
-6.2044472653809100e-10    2.9179821178241798e-08
-6.9200268000226000e-10    3.1632835735512093e-08
-7.6955160254774688e-10    3.4215603066099158e-08
-8.5341242305785209e-10    3.6930937141807098e-08
-9.4391384972721185e-10    3.9781599407179233e-08
-1.0413923092253410e-09    4.2770297766767408e-08
-1.1461918843683797e-09    4.5899685599036235e-08
-1.2586642503061627e-09    4.9172360797315403e-08
-1.3791686092324363e-09    5.2590864838200604e-08
-1.5080716236264623e-09    5.6157681877787324e-08
-1.6457473480339495e-09    5.9875237876096141e-08
-1.7925771593962603e-09    6.3745899750038422e-08
-1.9489496859365315e-09    6.7771974555244951e-08
-2.1152607346119105e-09    7.1955708697065961e-08
-2.2919132171415480e-09    7.6299287171030427e-08
-2.4793170746198708e-09    8.0804832833033505e-08
-2.6778892007254303e-09    8.5474405699501885e-08
-2.8880533635356771e-09    9.0310002277767806e-08
-3.1102401259581322e-09    9.5313554926861871e-08
-3.3448867647895106e-09    1.0048693124891970e-07
-3.5924371884135041e-09    1.0583193351137047e-07
-3.8533418531495022e-09    1.1135029810006523e-07
-4.1280576782640311e-09    1.1704369500347778e-07
-4.4170479596568666e-09    1.2291372732808813e-07
-4.7207822822355608e-09    1.2896193084505359e-07
-5.0397364309900300e-09    1.3518977356823264e-07
-5.3743923007820571e-09    1.4159865536362874e-07
-5.7252378048623286e-09    1.4818990759028658e-07
-6.0927667821293796e-09    1.5496479277265811e-07
-6.4774789031455209e-09    1.6192450430444714e-07
-6.8798795749234530e-09    1.6907016618390333e-07
-7.3004798444999272e-09    1.7640283278053924e-07
-7.7397963013110115e-09    1.8392348863320797e-07
-8.1983509783852770e-09    1.9163304827946907e-07
-8.6766712523714300e-09    1.9953235611615700e-07
-9.1752897424162956e-09    2.0762218629103389e-07
-9.6947442079110508e-09    2.1590324262540874e-07
-1.0235577445122329e-08    2.2437615856757350e-07
-1.0798337182726260e-08    2.3304149717689535e-07
-1.1383575976263731e-08    2.4189975113839159e-07
-1.1991851101534880e-08    2.5095134280758446e-07
-1.2623724446952160e-08    2.6019662428543416e-07
-1.3279762404871274e-08    2.6963587752311849e-07
-1.3960535761918404e-08    2.7926931445641088e-07
-1.4666619588335985e-08    2.8909707716941591e-07
-1.5398593126364574e-08    2.9911923808736344e-07
-1.6157039677684081e-08    3.0933580019820121e-07
-1.6942546489934083e-08    3.1974669730266411e-07
-1.7755704642334087e-08    3.3035179429250725e-07
-1.8597108930427820e-08    3.4115088745658294e-07
-1.9467357749970584e-08    3.5214370481440054e-07
-2.0367052979985435e-08    3.6332990647683311e-07
-2.1296799865008579e-08    3.7470908503358339e-07
-2.2257206896548033e-08    3.8628076596703651e-07
-2.3248885693780055e-08    3.9804440809210974e-07
-2.4272450883505182e-08    4.0999940402168341e-07
-2.5328519979390713e-08    4.2214508065720741e-07
-2.6417713260522016e-08    4.3448069970405591e-07
-2.7540653649288285e-08    4.4700545821118275e-07
-2.8697966588628986e-08    4.5971848913464755e-07
-2.9890279918664702e-08    4.7261886192454155e-07
-3.1118223752739998e-08    4.8570558313486129e-07
