-4.4879895051e+02 -1.5045757490e+01 -1.5028265622e+01 -1.5028265621e+01
-4.4876808613e+02 -1.5045757490e+01 -1.5028266038e+01 -1.5028266037e+01
-4.4873722175e+02 -1.5045757490e+01 -1.5028263323e+01 -1.5028263323e+01
-4.4870635737e+02 -1.5045757490e+01 -1.5028258627e+01 -1.5028258627e+01
-4.4867549299e+02 -1.5045757490e+01 -1.5028254171e+01 -1.5028254171e+01
-4.4864462861e+02 -1.5045757490e+01 -1.5028252382e+01 -1.5028252382e+01
-4.4861376423e+02 -1.5045757490e+01 -1.5028252382e+01 -1.5028252382e+01
-4.4858289985e+02 -1.5045757490e+01 -1.5028254054e+01 -1.5028254054e+01
-4.4855203547e+02 -1.5045757490e+01 -1.5028255560e+01 -1.5028255559e+01
-4.4852117109e+02 -1.5045757490e+01 -1.5028257217e+01 -1.5028257216e+01
-4.4849030671e+02 -1.5045757490e+01 -1.5028259661e+01 -1.5028259660e+01
-4.4845944233e+02 -1.5045757490e+01 -1.5028264775e+01 -1.5028264775e+01
-4.4842857795e+02 -1.5045757490e+01 -1.5028272218e+01 -1.5028272218e+01
-4.4839771357e+02 -1.5045757490e+01 -1.5028282146e+01 -1.5028282146e+01
-4.4836684919e+02 -1.5045757490e+01 -1.5028292260e+01 -1.5028292259e+01
-4.4833598481e+02 -1.5045757490e+01 -1.5028299006e+01 -1.5028299006e+01
-4.4830512043e+02 -1.5045757490e+01 -1.5028303430e+01 -1.5028303430e+01
-4.4827425605e+02 -1.5045757490e+01 -1.5028302970e+01 -1.5028302969e+01
-4.4824339167e+02 -1.5045757490e+01 -1.5028300016e+01 -1.5028300016e+01
-4.4821252729e+02 -1.5045757490e+01 -1.5028296507e+01 -1.5028296506e+01
-4.4818166291e+02 -1.5045757490e+01 -1.5028293549e+01 -1.5028293549e+01
-4.4815079853e+02 -1.5045757490e+01 -1.5028292066e+01 -1.5028292065e+01
-4.4811993415e+02 -1.5045757490e+01 -1.5028292103e+01 -1.5028292103e+01
-4.4808906977e+02 -1.5045757490e+01 -1.5028292859e+01 -1.5028292859e+01
-4.4805820539e+02 -1.5045757490e+01 -1.5028292772e+01 -1.5028292772e+01
-4.4802734101e+02 -1.5045757490e+01 -1.5028293515e+01 -1.5028293515e+01
-4.4799647663e+02 -1.5045757490e+01 -1.5028295118e+01 -1.5028295118e+01
-4.4796561225e+02 -1.5045757490e+01 -1.5028300632e+01 -1.5028300632e+01
-4.4793474787e+02 -1.5045757490e+01 -1.5028309569e+01 -1.5028309568e+01
-4.4790388349e+02 -1.5045757490e+01 -1.5028320323e+01 -1.5028320323e+01
-4.4787301911e+02 -1.5045757490e+01 -1.5028329950e+01 -1.5028329950e+01
-4.4784215473e+02 -1.5045757490e+01 -1.5028337089e+01 -1.5028337088e+01
-4.4781129035e+02 -1.5045757490e+01 -1.5028339574e+01 -1.5028339573e+01
-4.4778042597e+02 -1.5045757490e+01 -1.5028339216e+01 -1.5028339216e+01
-4.4774956159e+02 -1.5045757490e+01 -1.5028337000e+01 -1.5028337000e+01
-4.4771869721e+02 -1.5045757490e+01 -1.5028334519e+01 -1.5028334518e+01
-4.4768783283e+02 -1.5045757490e+01 -1.5028333117e+01 -1.5028333116e+01
