-7.623495e+03    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00
-7.621495e+03    3.660819e-10    -1.377772e-10    3.541986e-09    2.692053e-08
-7.619495e+03    7.383151e-10    -2.660432e-10    6.345619e-09    5.410715e-08
-7.617495e+03    1.116468e-09    -3.845654e-10    8.398826e-09    8.154060e-08
-7.615495e+03    1.500300e-09    -4.931159e-10    9.690009e-09    1.092011e-07
-7.613495e+03    1.889563e-09    -5.914727e-10    1.020805e-08    1.370686e-07
-7.611495e+03    2.284002e-09    -6.794192e-10    9.942353e-09    1.651225e-07
-7.609495e+03    2.683354e-09    -7.567448e-10    8.882817e-09    1.933416e-07
-7.607495e+03    3.087346e-09    -8.232452e-10    7.019892e-09    2.217046e-07
-7.605495e+03    3.495702e-09    -8.787224e-10    4.344570e-09    2.501896e-07
-7.603495e+03    3.908134e-09    -9.229852e-10    8.484129e-10    2.787744e-07
-7.601495e+03    4.324351e-09    -9.558494e-10    -3.476443e-09    3.074364e-07
-7.599495e+03    4.744051e-09    -9.771378e-10    -8.637266e-09    3.361525e-07
-7.597495e+03    5.166928e-09    -9.866808e-10    -1.464072e-08    3.648995e-07
-7.595495e+03    5.592669e-09    -9.843166e-10    -2.149284e-08    3.936537e-07
-7.593495e+03    6.020953e-09    -9.698910e-10    -2.919904e-08    4.223911e-07
-7.591495e+03    6.451454e-09    -9.432582e-10    -3.776408e-08    4.510875e-07
-7.589495e+03    6.883839e-09    -9.042807e-10    -4.719206e-08    4.797183e-07
-7.587495e+03    7.317769e-09    -8.528296e-10    -5.748642e-08    5.082587e-07
-7.585495e+03    7.752902e-09    -7.887850e-10    -6.864990e-08    5.366836e-07
-7.583495e+03    8.188886e-09    -7.120357e-10    -8.068455e-08    5.649677e-07
-7.581495e+03    8.625367e-09    -6.224802e-10    -9.359173e-08    5.930856e-07
-7.579495e+03    9.061985e-09    -5.200260e-10    -1.073721e-07    6.210114e-07
-7.577495e+03    9.498374e-09    -4.045907e-10    -1.220255e-07    6.487194e-07
-7.575495e+03    9.934166e-09    -2.761014e-10    -1.375511e-07    6.761835e-07
-7.573495e+03    1.036899e-08    -1.344955e-10    -1.539474e-07    7.033774e-07
-7.571495e+03    1.080246e-08    2.027939e-11    -1.712121e-07    7.302751e-07
-7.569495e+03    1.123420e-08    1.882654e-10    -1.893421e-07    7.568499e-07
-7.567495e+03    1.166382e-08    3.694938e-10    -2.083334e-07    7.830755e-07
-7.565495e+03    1.209094e-08    5.639855e-10    -2.281816e-07    8.089255e-07
-7.563495e+03    1.251517e-08    7.717501e-10    -2.488812e-07    8.343731e-07
-7.561495e+03    1.293610e-08    9.927865e-10    -2.704261e-07    8.593920e-07
-7.559495e+03    1.335335e-08    1.227082e-09    -2.928091e-07    8.839555e-07
-7.557495e+03    1.376652e-08    1.474613e-09    -3.160227e-07    9.080372e-07
-7.555495e+03    1.417520e-08    1.735344e-09    -3.400582e-07    9.316107e-07
-7.553495e+03    1.457899e-08    2.009228e-09    -3.649062e-07    9.546495e-07
-7.551495e+03    1.497750e-08    2.296207e-09    -3.905566e-07    9.771274e-07
-7.549495e+03    1.537031e-08    2.596211e-09    -4.169983e-07    9.990183e-07
-7.547495e+03    1.575703e-08    2.909156e-09    -4.442197e-07    1.020296e-06
-7.545495e+03    1.613725e-08    3.234949e-09    -4.722081e-07    1.040936e-06
-7.543495e+03    1.651056e-08    3.573485e-09    -5.009500e-07    1.060910e-06
-7.541495e+03    1.687657e-08    3.924643e-09    -5.304314e-07    1.080196e-06
-7.539495e+03    1.723486e-08    4.288294e-09    -5.606371e-07    1.098766e-06
-7.537495e+03    1.758505e-08    4.664295e-09    -5.915514e-07    1.116597e-06
-7.535495e+03    1.792673e-08    5.052491e-09    -6.231576e-07    1.133663e-06
-7.533495e+03    1.825950e-08    5.452715e-09    -6.554383e-07    1.149941e-06
-7.531495e+03    1.858297e-08    5.864786e-09    -6.883754e-07    1.165407e-06
-7.529495e+03    1.889675e-08    6.288514e-09    -7.219497e-07    1.180036e-06
-7.527495e+03    1.920044e-08    6.723694e-09    -7.561416e-07    1.193807e-06
-7.525495e+03    1.949367e-08    7.170109e-09    -7.909305e-07    1.206697e-06
-7.523495e+03    1.977604e-08    7.627531e-09    -8.262950e-07    1.218682e-06
-7.521495e+03    2.004718e-08    8.095719e-09    -8.622131e-07    1.229742e-06
-7.519495e+03    2.030672e-08    8.574419e-09    -8.986619e-07    1.239854e-06
-7.517495e+03    2.055429e-08    9.063366e-09    -9.356179e-07    1.248999e-06
-7.515495e+03    2.078953e-08    9.562282e-09    -9.730568e-07    1.257157e-06
-7.513495e+03    2.101208e-08    1.007088e-08    -1.010954e-06    1.264306e-06
-7.511495e+03    2.122158e-08    1.058886e-08    -1.049282e-06    1.270429e-06
-7.509495e+03    2.141770e-08    1.111590e-08    -1.088017e-06    1.275507e-06
-7.507495e+03    2.160010e-08    1.165168e-08    -1.127130e-06    1.279522e-06
-7.505495e+03    2.176844e-08    1.219587e-08    -1.166594e-06    1.282457e-06
-7.503495e+03    2.192240e-08    1.274811e-08    -1.206380e-06    1.284296e-06
-7.501495e+03    2.206167e-08    1.330806e-08    -1.246460e-06    1.285022e-06
-7.499495e+03    2.218593e-08    1.387533e-08    -1.286803e-06    1.284621e-06
-7.497495e+03    2.229490e-08    1.444955e-08    -1.327379e-06    1.283078e-06
-7.495495e+03    2.238828e-08    1.503032e-08    -1.368158e-06    1.280381e-06
-7.493495e+03    2.246579e-08    1.561725e-08    -1.409108e-06    1.276515e-06
-7.491495e+03    2.252717e-08    1.620991e-08    -1.450196e-06    1.271470e-06
-7.489495e+03    2.257214e-08    1.680790e-08    -1.491391e-06    1.265235e-06
-7.487495e+03    2.260047e-08    1.741076e-08    -1.532660e-06    1.257798e-06
-7.485495e+03    2.261191e-08    1.801807e-08    -1.573968e-06    1.249151e-06
-7.483495e+03    2.260624e-08    1.862937e-08    -1.615282e-06    1.239285e-06
-7.481495e+03    2.258324e-08    1.924420e-08    -1.656567e-06    1.228194e-06
-7.479495e+03    2.254270e-08    1.986208e-08    -1.697789e-06    1.215869e-06
-7.477495e+03    2.248444e-08    2.048255e-08    -1.738912e-06    1.202306e-06
-7.475495e+03    2.240827e-08    2.110510e-08    -1.779901e-06    1.187500e-06
-7.473495e+03    2.231403e-08    2.172926e-08    -1.820719e-06    1.171447e-06
-7.471495e+03    2.220156e-08    2.235451e-08    -1.861331e-06    1.154144e-06
-7.469495e+03    2.207072e-08    2.298034e-08    -1.901699e-06    1.135591e-06
-7.467495e+03    2.192139e-08    2.360624e-08    -1.941787e-06    1.115785e-06
-7.465495e+03    2.175345e-08    2.423168e-08    -1.981558e-06    1.094729e-06
-7.463495e+03    2.156680e-08    2.485614e-08    -2.020975e-06    1.072422e-06
-7.461495e+03    2.136136e-08    2.547907e-08    -2.059999e-06    1.048867e-06
-7.459495e+03    2.113707e-08    2.609994e-08    -2.098593e-06    1.024069e-06
-7.457495e+03    2.089385e-08    2.671819e-08    -2.136720e-06    9.980318e-07
-7.455495e+03    2.063168e-08    2.733328e-08    -2.174342e-06    9.707609e-07
-7.453495e+03    2.035054e-08    2.794465e-08    -2.211421e-06    9.422635e-07
-7.451495e+03    2.005040e-08    2.855174e-08    -2.247918e-06    9.125475e-07
-7.449495e+03    1.973129e-08    2.915398e-08    -2.283795e-06    8.816222e-07
-7.447495e+03    1.939322e-08    2.975082e-08    -2.319016e-06    8.494976e-07
-7.445495e+03    1.903624e-08    3.034167e-08    -2.353542e-06    8.161853e-07
-7.443495e+03    1.866040e-08    3.092596e-08    -2.387334e-06    7.816977e-07
-7.441495e+03    1.826577e-08    3.150313e-08    -2.420357e-06    7.460486e-07
-7.439495e+03    1.785244e-08    3.207259e-08    -2.452571e-06    7.092527e-07
-7.437495e+03    1.742052e-08    3.263378e-08    -2.483940e-06    6.713261e-07
-7.435495e+03    1.697014e-08    3.318611e-08    -2.514427e-06    6.322859e-07
-7.433495e+03    1.650143e-08    3.372900e-08    -2.543994e-06    5.921503e-07
-7.431495e+03    1.601456e-08    3.426189e-08    -2.572606e-06    5.509389e-07
