
-9.594999e-01 -1.107935e+00 -1.9232105644504821e-01 1.5238710350442092e-01 3.4470815994946913e-01 
-9.115249e-01 -1.107935e+00 -1.9682108346290664e-01 1.5111242007645428e-01 3.4793350353936092e-01 
-8.635499e-01 -1.107935e+00 -2.0117080488231720e-01 1.5069726558629198e-01 3.5186807046860918e-01 
-8.155749e-01 -1.107935e+00 -2.0511982491719744e-01 1.5089361996160849e-01 3.5601344487880593e-01 
-7.675999e-01 -1.107935e+00 -2.0842636812992882e-01 1.5143858132594540e-01 3.5986494945587422e-01 
-7.196249e-01 -1.107935e+00 -2.1087153673869174e-01 1.5206984345633923e-01 3.6294138019503097e-01 
-6.716499e-01 -1.107935e+00 -2.1226975726184036e-01 1.5253789815341609e-01 3.6480765541525645e-01 
-6.236749e-01 -1.107935e+00 -2.1247564173847469e-01 1.5261514029655968e-01 3.6509078203503437e-01 
-5.756999e-01 -1.107935e+00 -2.1138787524524261e-01 1.5210242792553463e-01 3.6349030317077724e-01 
-5.277249e-01 -1.107935e+00 -2.0895081441912480e-01 1.5083371225511641e-01 3.5978452667424121e-01 
-4.797499e-01 -1.107935e+00 -2.0515439545142250e-01 1.4867925760361839e-01 3.5383365305504089e-01 
-4.317749e-01 -1.107935e+00 -2.0003281640671530e-01 1.4554783087983628e-01 3.4558064728655158e-01 
-3.837999e-01 -1.107935e+00 -1.9366233676183484e-01 1.4138811370998425e-01 3.3505045047181908e-01 
-3.358250e-01 -1.107935e+00 -1.8615844780111185e-01 1.3618949865599267e-01 3.2234794645710452e-01 
-2.878500e-01 -1.107935e+00 -1.7767261107032442e-01 1.2998237446110641e-01 3.0765498553143084e-01 
-2.398750e-01 -1.107935e+00 -1.6838872855801265e-01 1.2283797393368570e-01 2.9122670249169835e-01 
-1.919000e-01 -1.107935e+00 -1.5851948141174990e-01 1.1486783566207157e-01 2.7338731707382147e-01 
-1.439250e-01 -1.107935e+00 -1.4830262859311133e-01 1.0622289191575685e-01 2.5452552050886817e-01 
-9.594999e-02 -1.107935e+00 -1.3799724953518364e-01 9.7092096274126211e-02 2.3508934580930985e-01 
-4.797499e-02 -1.107935e+00 -1.2787966831131833e-01 8.7700268242662055e-02 2.1557993655398039e-01 
0.000000e+00 -1.107935e+00 -1.1823828459226754e-01 7.8304331651640219e-02 1.9654261624390776e-01 
4.797499e-02 -1.107935e+00 -1.0936560441515300e-01 6.9186204346496721e-02 1.7855180876164972e-01 
9.594999e-02 -1.107935e+00 -1.0154440037353843e-01 6.0639247112481004e-02 1.6218364748601943e-01 
1.439250e-01 -1.107935e+00 -9.5023799982231510e-02 5.2944063304877019e-02 1.4796786328710854e-01 
1.919000e-01 -1.107935e+00 -8.9982415794299025e-02 4.6330770044620689e-02 1.3631318583891971e-01 
2.398750e-01 -1.107935e+00 -8.6482905719746012e-02 4.0932151095419061e-02 1.2741505681516507e-01 
2.878500e-01 -1.107935e+00 -8.4435579429927896e-02 3.6745342820709875e-02 1.2118092225063777e-01 
3.358250e-01 -1.107935e+00 -8.3596638068924325e-02 3.3627688923805132e-02 1.1722432699272946e-01 
3.837999e-01 -1.107935e+00 -8.3613481786168578e-02 3.1339258734318004e-02 1.1495274052048658e-01 
4.317749e-01 -1.107935e+00 -8.4100912490219157e-02 2.9615926963340127e-02 1.1371683945355929e-01 
4.797499e-01 -1.107935e+00 -8.4716862195343953e-02 2.8241724347539868e-02 1.1295858654288382e-01 
5.277249e-01 -1.107935e+00 -8.5216859860281491e-02 2.7099757696273076e-02 1.1231661755655456e-01 
5.756999e-01 -1.107935e+00 -8.5484939506657712e-02 2.6199492186949707e-02 1.1168443169360742e-01 
6.236749e-01 -1.107935e+00 -8.5546927942391188e-02 2.5686426500476197e-02 1.1123335444286739e-01 
6.716499e-01 -1.107935e+00 -8.5568339792222670e-02 2.5836480683798409e-02 1.1140482047602107e-01 
7.196249e-01 -1.107935e+00 -8.5830339777894782e-02 2.7028646495542274e-02 1.1285898627343706e-01 
7.675999e-01 -1.107935e+00 -8.6673056878044136e-02 2.9685270074060736e-02 1.1635832695210488e-01 
8.155749e-01 -1.107935e+00 -8.8407617979694778e-02 3.4181413024105864e-02 1.2258903100380064e-01 
8.635499e-01 -1.107935e+00 -9.1226743253346704e-02 4.0753203957321515e-02 1.3197994721066822e-01 
