-4.5297966766444375e-16 -5.5511151231257827e-17
-1.7478868702880054e-09 4.5176284241277287e-10
-3.5118056788312549e-09 8.6825426709458142e-10
-5.2910697678678481e-09 1.2490037545886956e-09
-7.0849799973789034e-09 1.5935551558876604e-09
-8.8928233969373660e-09 1.9014640070813549e-09
-1.0713876770083921e-08 2.1722997636808294e-09
-1.2547403638232119e-08 2.4056453981624593e-09
-1.4392656892030578e-08 2.6010986628466348e-09
-1.6248877548108356e-08 2.7582714029472655e-09
-1.8115297029694215e-08 2.8767889806435853e-09
-1.9991133920190061e-08 2.9562928147153222e-09
-2.1875597240876739e-08 2.9964397837978218e-09
-2.3767885687960965e-08 2.9969016782094293e-09
-2.5667188779552805e-08 2.9573657342463200e-09
-2.7572685093620302e-08 2.8775365007449594e-09
-2.9483545397810101e-08 2.7571331190356929e-09
-3.1398930224195605e-08 2.5958925009561540e-09
-3.3317991888332475e-08 2.3935682741393904e-09
-3.5239875262403197e-08 2.1499308305861220e-09
-3.7163715357663076e-08 1.8647678470817830e-09
-3.9088641307799023e-08 1.5378847223468384e-09
-4.1013773042434653e-08 1.1691041260086799e-09
-4.2938224664962159e-08 7.5826734474704338e-10
-4.4861103591360522e-08 3.0523272104288068e-10
-4.6781511495945071e-08 -1.9012007246299589e-10
-4.8698542814246907e-08 -7.2789666655248553e-10
-5.0611287832446998e-08 -1.3081811120474462e-09
-5.2518830621266308e-08 -1.9310409937745021e-09
-5.4420250482616755e-08 -2.5965207553491076e-09
-5.6314623188085354e-08 -3.3046499356426118e-09
-5.8201019760019922e-08 -4.0554353208932525e-09
-6.0078508402926830e-08 -4.8488659476486617e-09
-6.1946153702191389e-08 -5.6849098553635180e-09
-6.3803016481234209e-08 -6.5635162235788691e-09
-6.5648156945860136e-08 -7.4846125894256765e-09
-6.7480632386020690e-08 -8.4481090942278847e-09
-6.9299499372082411e-08 -9.4538923217646342e-09
-7.1103811433007903e-08 -1.0501830328968342e-08
-7.2892623537797099e-08 -1.1591770002206125e-08
-7.4664989492317837e-08 -1.2723538347914065e-08
-7.6419963986062728e-08 -1.3896940397051250e-08
-7.8156601858632175e-08 -1.5111762098618531e-08
-7.9873957565873219e-08 -1.6367766801639316e-08
-8.1571089298221496e-08 -1.7664698100106069e-08
-8.3247056416834147e-08 -1.9002279097457553e-08
-8.4900921555424152e-08 -2.0380210623283102e-08
-8.6531748532737464e-08 -2.1798173183151803e-08
-8.8138605228670324e-08 -2.3255826223089748e-08
-8.9720564557069660e-08 -2.4752809128780751e-08
-9.1276701628104952e-08 -2.6288737874080592e-08
-9.2806097107072348e-08 -2.7863210037837316e-08
-9.4307837591805447e-08 -2.9475800716882716e-08
-9.5781014692458699e-08 -3.1126065155873128e-08
-9.7224725448762615e-08 -3.2813536339493243e-08
-9.8638075180337067e-08 -3.4537727601480217e-08
-1.0002017512611211e-07 -3.6298130348666469e-08
-1.0137014308210989e-07 -3.8094217343076497e-08
-1.0268710631995432e-07 -3.9925438295729254e-08
-1.0397020124046840e-07 -4.1791224439369223e-08
-1.0521857108850138e-07 -4.3690984372068975e-08
-1.0643136987817424e-07 -4.5624109892838938e-08
-1.0760776007322920e-07 -4.7589967071270944e-08
-1.0874691615747004e-07 -4.9587908751425047e-08
-1.0984802199494673e-07 -5.1617262436520761e-08
-1.1091027474419623e-07 -5.3677338331115099e-08
-1.1193287952250422e-07 -5.5767426683506205e-08
-1.1291505759309511e-07 -5.7886798535133899e-08
-1.1385604091376355e-07 -6.0034704853217935e-08
-1.1475507377320653e-07 -6.2210379042637598e-08
-1.1561141613773869e-07 -6.4413034212007503e-08
-1.1642433995242814e-07 -6.6641865893724006e-08
-1.1719313211088888e-07 -6.8896050635369743e-08
-1.1791709426012438e-07 -7.1174746534008460e-08
-1.1859554398442216e-07 -7.3477095616225618e-08
-1.1922781438235231e-07 -7.5802221138898673e-08
-1.1981325406947799e-07 -7.8149228116553004e-08
-1.2035122879576823e-07 -8.0517206443864175e-08
-1.2084112131186160e-07 -8.2905226753138272e-08
-1.2128233122605993e-07 -8.5312345438071091e-08
-1.2167427682302327e-07 -8.7737601510429197e-08
-1.2201639351536652e-07 -9.0180019569896519e-08
-1.2230813671186211e-07 -9.2638607097905723e-08
-1.2254897967527330e-07 -9.5112356109094964e-08
-1.2273841597037431e-07 -9.7600246579121475e-08
-1.2287595828715725e-07 -1.0010123958903439e-07
-1.2296113965877065e-07 -1.0261428641522574e-07
-1.2299351437349611e-07 -1.0513832287423197e-07
-1.2297265604936788e-07 -1.0767227037744576e-07
-1.2289816223026847e-07 -1.1021503911606834e-07
-1.2276964794690620e-07 -1.1276552571576337e-07
-1.2258675569884773e-07 -1.1532261561669754e-07
-1.2234914525819296e-07 -1.1788518122085589e-07
-1.2205650234953496e-07 -1.2045208473698832e-07
-1.2170853394192051e-07 -1.2302217663323622e-07
-1.2130497116513705e-07 -1.2559429828779001e-07
-1.2084556780619536e-07 -1.2816728048314907e-07
-1.2033010331208164e-07 -1.3073994410001122e-07
-1.1975837823242214e-07 -1.3331110140790692e-07
-1.1913022047104708e-07 -1.3587955580846023e-07
-1.1844548232362506e-07 -1.3844410347990665e-07
-1.1770403983310486e-07 -1.4100353285667611e-07
-1.1690579500923991e-07 -1.4355662501103206e-07
-1.1605067412644512e-07 -1.4610215343102695e-07
-1.1513863206667708e-07 -1.4863888933569491e-07
-1.1416964622784414e-07 -1.5116559377165162e-07
-1.1314372286790704e-07 -1.5368102604385037e-07
-1.1206089207813812e-07 -1.5618393921223994e-07
-1.1092121202533342e-07 -1.5867308386652290e-07
-1.0972476865143445e-07 -1.6114720646775993e-07
-1.0847167270481997e-07 -1.6360505153412142e-07
-1.0716206209703634e-07 -1.6604536062780895e-07
-1.0579610371520397e-07 -1.6846687370120073e-07
-1.0437398968526045e-07 -1.7086832896501258e-07
-1.0289594026981598e-07 -1.7324846583038900e-07
-1.0136220408938496e-07 -1.7560602336846864e-07
-9.9773056548124305e-08 -1.7793974035895666e-07
-9.8128801426201288e-08 -1.8024835801710992e-07
-9.6429768515040107e-08 -1.8253061816880800e-07
-9.4676317772852004e-08 -1.8478526533916018e-07
