
-1.919000e+00 -1.107935e+00 -9.418650e-18 -2.000706e-16 -1.108734e-16 -3.730729e-16
-1.880232e+00 -1.107935e+00 -1.611987e-02 -1.957444e-16 -4.609526e-02 -3.760205e-16
-1.841464e+00 -1.107935e+00 -3.193377e-02 -3.017736e-16 -9.174593e-02 -3.976669e-16
-1.802697e+00 -1.107935e+00 -4.714119e-02 -3.038366e-16 -1.365131e-01 -3.845017e-16
-1.763929e+00 -1.107935e+00 -6.145243e-02 -2.068260e-16 -1.799688e-01 -3.482855e-16
-1.725161e+00 -1.107935e+00 -7.459380e-02 -1.769699e-16 -2.217019e-01 -2.449149e-16
-1.686394e+00 -1.107935e+00 -8.631263e-02 -1.750396e-16 -2.613226e-01 -2.468452e-16
-1.647626e+00 -1.107935e+00 -9.638195e-02 -2.112103e-16 -2.984672e-01 -3.216968e-16
-1.608858e+00 -1.107935e+00 -1.046048e-01 -1.788869e-16 -3.328026e-01 -3.096112e-16
-1.570091e+00 -1.107935e+00 -1.108181e-01 -1.673664e-16 -3.640299e-01 -2.989273e-16
-1.531323e+00 -1.107935e+00 -1.148964e-01 -2.417371e-16 -3.918873e-01 -3.133744e-16
-1.492555e+00 -1.107935e+00 -1.167544e-01 -2.361325e-16 -4.161526e-01 -2.967745e-16
-1.453788e+00 -1.107935e+00 -1.163499e-01 -1.417878e-16 -4.366446e-01 -2.578925e-16
-1.415020e+00 -1.107935e+00 -1.136857e-01 -1.490458e-16 -4.532242e-01 -2.506345e-16
-1.376252e+00 -1.107935e+00 -1.088112e-01 -9.730259e-17 -4.657939e-01 -1.691509e-16
-1.337485e+00 -1.107935e+00 -1.018236e-01 -1.228052e-16 -4.742967e-01 -2.324662e-16
-1.298717e+00 -1.107935e+00 -9.286938e-02 -9.818153e-17 -4.787137e-01 -2.126809e-16
-1.259949e+00 -1.107935e+00 -8.214444e-02 -1.667299e-16 -4.790607e-01 -1.885414e-16
-1.221182e+00 -1.107935e+00 -6.989560e-02 -1.324979e-16 -4.753833e-01 -1.783645e-16
-1.182414e+00 -1.107935e+00 -5.642160e-02 -6.867156e-17 -4.677503e-01 -1.533730e-16
-1.143646e+00 -1.107935e+00 -4.207479e-02 -4.440892e-17 -4.562458e-01 -4.440892e-17
-1.104879e+00 -1.107935e+00 -2.726352e-02 -6.838177e-17 -4.409593e-01 -1.092539e-16
-1.066111e+00 -1.107935e+00 -1.245516e-02 -2.987333e-17 -4.219746e-01 -5.894451e-17
-1.027343e+00 -1.107935e+00 1.820801e-03 1.137063e-18 -3.993572e-01 -4.554598e-17
-9.885756e-01 -1.107935e+00 1.497099e-02 1.670880e-17 -3.731432e-01 -1.670880e-17
-9.498079e-01 -1.107935e+00 2.634172e-02 8.991256e-18 -3.433320e-01 -8.991256e-18
-9.110403e-01 -1.107935e+00 3.523527e-02 -0.000000e+00 -3.098925e-01 0.000000e+00
-8.722726e-01 -1.107935e+00 4.095208e-02 1.310814e-17 -2.727944e-01 7.570970e-17
-8.335049e-01 -1.107935e+00 4.287720e-02 3.880680e-17 -2.320839e-01 5.001104e-17
-7.947373e-01 -1.107935e+00 4.062720e-02 1.877271e-17 -1.880201e-01 1.144541e-16
-7.559696e-01 -1.107935e+00 3.424932e-02 9.863255e-18 -1.412638e-01 2.121814e-16
-7.172019e-01 -1.107935e+00 2.440604e-02 2.197581e-17 -9.305291e-02 2.000688e-16
-6.784342e-01 -1.107935e+00 1.241156e-02 4.351398e-17 -4.522948e-02 2.229395e-16
-6.396666e-01 -1.107935e+00 -1.136416e-17 5.882942e-17 1.001820e-16 2.520330e-16
-6.008989e-01 -1.107935e+00 -1.113353e-02 8.617472e-17 4.053074e-02 2.690966e-16
-5.621312e-01 -1.107935e+00 -1.978347e-02 5.173166e-17 7.481630e-02 3.035397e-16
-5.233636e-01 -1.107935e+00 -2.543759e-02 9.376587e-17 1.020774e-01 3.503233e-16
-4.845959e-01 -1.107935e+00 -2.819540e-02 1.233753e-16 1.222238e-01 3.207139e-16
-4.458282e-01 -1.107935e+00 -2.853697e-02 5.801304e-17 1.356260e-01 3.416672e-16
-4.070605e-01 -1.107935e+00 -2.709235e-02 1.315031e-16 1.428852e-01 3.125861e-16
-3.682929e-01 -1.107935e+00 -2.448341e-02 1.029357e-16 1.446753e-01 3.633580e-16
-3.295252e-01 -1.107935e+00 -2.124190e-02 7.669729e-17 1.416590e-01 3.895964e-16
-2.907575e-01 -1.107935e+00 -1.778045e-02 1.346345e-16 1.344563e-01 3.760680e-16
-2.519899e-01 -1.107935e+00 -1.439243e-02 1.592991e-16 1.236397e-01 3.736079e-16
-2.132222e-01 -1.107935e+00 -1.126485e-02 1.472174e-16 1.097421e-01 3.745875e-16
-1.744545e-01 -1.107935e+00 -8.495415e-03 1.609425e-16 9.326711e-02 3.830668e-16
