-4.7646841577116029e+03       0.0000000000000000e+00         0.0000000000000000e+00         1.7575845687967851e-17         -1.4156776201995128e-18         0.0000000000000000e+00         0.0000000000000000e+00         1.7575845687967851e-17         -1.4156776201995128e-18         0.0000000000000000e+00         0.0000000000000000e+00
 -4.7634341577116029e+03       5.2698613807314421e-10       3.9281706382873520e-17       -2.8686508662470549e-10       -1.4968562069171246e-17       3.4038198610936183e-19       -5.1226661808220807e-22       -2.8686508662470549e-10       -6.3850160382620221e-18       0.0000000000000000e+00       -8.5314739059316776e-19
 -4.7621841577116029e+03       1.6804321104208851e-09       1.2797853846477524e-16       -5.8510844513105701e-10       3.5788678036862853e-17       4.3674679925654677e-18       1.5099591903047805e-19       -5.8510844513105701e-10       -1.7500836044189149e-17       0.0000000000000000e+00       -2.6053929976786435e-18
 -4.7609341577116029e+03       3.5183146847918054e-09       2.7073447092505458e-16       -8.9477345746641807e-10       2.1959743023854720e-17       2.0787316743670878e-17       1.4079076656678660e-18       -8.9477345746641807e-10       1.1375599813185516e-16       0.0000000000000000e+00       -5.3019230436631220e-18
 -4.7596841577116029e+03       5.9254729495793815e-09       4.5344685620799826e-16       -1.2158998291624821e-09       1.4729081853879808e-17       6.3146614742065564e-17       5.9883119924155602e-18       -1.2158998291624821e-09       -1.0306260366720967e-17       0.0000000000000000e+00       -8.9870557628876701e-18
 -4.7584341577116029e+03       8.7563980196645501e-09       6.5392875286167575e-16       -1.5485237205171367e-09       -7.6143374967217430e-17       1.4854509830062900e-16       1.7276664346640608e-17       -1.5485237205171367e-09       -1.4508746024237566e-17       0.0000000000000000e+00       -1.3704140268915104e-17
 -4.7571841577116029e+03       1.1846162311587541e-08       8.4428238066788085e-16       -1.8926777514399794e-09       -5.8743990672429148e-18       2.9604685561061317e-16       3.9302513086330059e-17       -1.8926777514399794e-09       3.2513126026375961e-17       0.0000000000000000e+00       -1.9495442991435027e-17
 -4.7559341577116029e+03       1.5022204108877009e-08       9.9386282671750897e-16       -2.2483907249630583e-09       -5.4508724762920562e-17       5.2493946253222142e-16       7.6089570601401878e-17       -2.2483907249630583e-09       2.7750257100487330e-17       0.0000000000000000e+00       -2.6402053028700318e-17
 -4.7546841577116029e+03       1.8115868112943151e-08       1.0724422634996383e-15       -2.6156877286528600e-09       9.2260218409974349e-18       8.5299724944558082e-16       1.3119117594838153e-16       -2.6156877286528600e-09       3.5095875090183512e-17       0.0000000000000000e+00       -3.4463767650087773e-17
 -4.7534341577116029e+03       2.0972728368352415e-08       1.0531959567423947e-15       -2.9945899268312886e-09       2.3327358262182791e-17       1.2948961269547442e-15       2.0763188296492912e-16       -2.9945899268312886e-09       7.0775292742059896e-17       0.0000000000000000e+00       -4.3718984697884376e-17
 -4.7521841577116029e+03       2.3460949725238944e-08       9.1520051191428919e-16       -3.3851147759677310e-09       -1.0353693422927125e-16       1.8609047038911245e-15       3.0829605451830617e-16       -3.3851147759677310e-09       4.0595109142255091e-17       0.0000000000000000e+00       -5.4204590915130182e-17
 -4.7509341577116029e+03       2.5477233934608546e-08       6.4524075994844466e-16       -3.7872756077790559e-09       -6.7592540795188917e-17       2.5559438068506775e-15       4.3660906478730696e-16       -3.7872756077790559e-09       4.5330888597734222e-18       0.0000000000000000e+00       -6.5955860007984785e-17
 -4.7496841577116029e+03       2.6950197957281329e-08       2.3883998193304735e-16       -4.2010818898222038e-09       -5.7133433524124238e-17       3.3790686016044210e-15       5.9721451008089647e-16       -4.2010818898222038e-09       6.7662991899542236e-18       0.0000000000000000e+00       -7.9006334964701440e-17
 -4.7484341577116029e+03       2.7841300961128068e-08       -2.9946628815107796e-16       -4.6265390400211083e-09       -6.8030549287673411e-17       4.3233889340313084e-15       7.9631475453678073e-16       -4.6265390400211083e-09       -3.9895591890637624e-17       0.0000000000000000e+00       -9.3387718409504045e-17
 -4.7471841577116029e+03       2.8143640496326593e-08       -9.5651768490323697e-16       -5.0636482359895633e-09       -2.3878321453513658e-17       5.3764081685808539e-15       1.0414266214628308e-15       -5.0636482359895633e-09       4.7889659454974774e-17       0.0000000000000000e+00       -1.0912975977770963e-16
 -4.7459341577116029e+03       2.7879061304071663e-08       -1.7114453312746123e-15       -5.5124066639298048e-09       -1.0878950858077250e-16       6.5207315023945355e-15       1.3404826437843576e-15       -5.5124066639298048e-09       2.8308794735872284e-17       0.0000000000000000e+00       -1.2626015717821964e-16
 -4.7446841577116029e+03       2.7094062629247943e-08       -2.5369814670385386e-15       -5.9728072431686757e-09       -1.0022343375258544e-16       7.7350730018083239e-15       1.7004222610873983e-15       -5.9728072431686757e-09       -5.0152748054951429e-17       0.0000000000000000e+00       -1.4480444577642552e-16
 -4.7434341577116029e+03       2.5854966066185531e-08       -3.4010475625035920e-15       -6.4448386334247868e-09       -1.9633977340577048e-16       8.9954768136437751e-15       2.1255942190491188e-15       -6.4448386334247868e-09       4.9006579505474944e-17       0.0000000000000000e+00       -1.6478584077920155e-16
 -4.7421841577116029e+03       2.4242738672110449e-08       -4.2685331878882850e-15       -6.9284850473152604e-09       -1.4587776110884636e-16       1.0276661643009140e-14       2.6163720597596636e-15       -6.9284850473152604e-09       9.3388581266108314e-17       0.0000000000000000e+00       -1.8622521682472226e-16
 -4.7409341577116029e+03       2.2347780397174634e-08       -5.1031973034886209e-15       -7.4237266000981207e-09       -1.5655267220496764e-16       1.1553397651336323e-14       3.1683407883314578e-15       -7.4237266000981207e-09       1.3568442108303334e-17       0.0000000000000000e+00       -2.0914092591591419e-16
 -4.7396841577116029e+03       2.0264902414819760e-08       -5.8696296715209545e-15       -7.9305388040694575e-09       -2.1289454783688373e-16       1.2801830233822708e-14       3.7722589281420595e-15       -7.9305388040694575e-09       -3.3257139294318178e-19       0.0000000000000000e+00       -2.3354868144747053e-16
 -4.7384341577116029e+03       1.8088657894097457e-08       -6.5351974865300650e-15       -8.4488926487049360e-09       -2.6657399199340583e-16       1.4000674575418651e-14       4.4147868230827350e-15       -8.4488926487049360e-09       8.6955570052340979e-18       0.0000000000000000e+00       -2.5946153676527265e-16
 -4.7371841577116029e+03       1.5909144373999626e-08       -7.0718802318329349e-15       -8.9787548441124966e-09       -3.2531907007149180e-16       1.5132217525451527e-14       5.0797682137325037e-15       -8.9787548441124966e-09       1.0631381942406099e-17       0.0000000000000000e+00       -2.8688970379728296e-16
 -4.7359341577116029e+03       1.3808374303646411e-08       -7.4578748015540273e-15       -9.5200873906543347e-09       -2.8093534693619429e-16       1.6183078397025267e-14       5.7497243423888403e-15       -9.5200873906543347e-09       -3.1622647567720103e-18       0.0000000000000000e+00       -3.1584042861725999e-16
 -4.7346841577116029e+03       1.1857299200263301e-08       -7.6788450345207597e-15       -1.0072847691118552e-08       -3.1013663712650578e-16       1.7144697074583823e-14       6.4072068252637643e-15       -1.0072847691118552e-08       8.9768611401307588e-19       0.0000000000000000e+00       -3.4631800189264755e-16
 -4.7334341577116029e+03       1.0113563098832974e-08       -7.7287006561177278e-15       -1.0636988557331601e-08       -3.6800608429099741e-16       1.8013535536135602e-14       7.0357550005450483e-15       -1.0636988557331601e-08       -3.2053819211976661e-18       0.0000000000000000e+00       -3.7832351023543683e-16
 -4.7321841577116029e+03       8.6200439521243540e-09       -7.6098266145274540e-15       -1.1212458113084619e-08       -3.4817054941371024e-16       1.8790996673343707e-14       7.6203796535815510e-15       -1.1212458113084619e-08       6.4968013726875327e-18       0.0000000000000000e+00       -4.1185486871828773e-16
 -4.7309341577116029e+03       7.4042128184556143e-09       -7.3327372150639110e-15       -1.1799199617932234e-08       -4.5279677333274925e-16       1.9483081101005249e-14       8.1476795186461743e-15       -1.1799199617932234e-08       2.3113163338733020e-17       0.0000000000000000e+00       -4.4690667755585668e-16
 -4.7296841577116029e+03       6.4783004113438614e-09       -6.9151888300200170e-15       -1.2397151845636073e-08       -4.7507506109490819e-16       2.0099817411256290e-14       8.6058277410652849e-15       -1.2397151845636073e-08       -2.7416027471116027e-18       0.0000000000000000e+00       -4.8347003490378889e-16
 -4.7284341577116029e+03       5.8402135879358660e-09       -6.3808432573327358e-15       -1.3006248429292044e-08       -5.0037442476539590e-16       2.0654513049164169e-14       8.9846930817982738e-15       -1.3006248429292044e-08       4.3488582984714124e-17       0.0000000000000000e+00       -5.2153258681287380e-16
 -4.7271841577116029e+03       5.4750979351180960e-09       -5.7576131453454670e-15       -1.3626418322493840e-08       -5.1015103237913313e-16       2.1162880894479915e-14       9.2762797249368321e-15       -1.3626418322493840e-08       2.4174700949195280e-17       0.0000000000000000e+00       -5.6107839319549728e-16
