
-1.919000e+00 -1.107935e+00 4.661657e-17 8.390982e-17 
-1.870417e+00 -1.107935e+00 1.931006e-02 -2.518623e-04 
-1.821835e+00 -1.107935e+00 3.957092e-02 -1.017421e-03 
-1.773253e+00 -1.107935e+00 6.110439e-02 -2.327483e-03 
-1.724671e+00 -1.107935e+00 8.425404e-02 -4.236060e-03 
-1.676088e+00 -1.107935e+00 1.093966e-01 -6.824107e-03 
-1.627506e+00 -1.107935e+00 1.369546e-01 -1.020491e-02 
-1.578924e+00 -1.107935e+00 1.674106e-01 -1.453143e-02 
-1.530342e+00 -1.107935e+00 2.013232e-01 -2.000616e-02 
-1.481759e+00 -1.107935e+00 2.393452e-01 -2.689400e-02 
-1.433177e+00 -1.107935e+00 2.822423e-01 -3.553890e-02 
-1.384595e+00 -1.107935e+00 3.309125e-01 -4.638488e-02 
-1.336012e+00 -1.107935e+00 3.864003e-01 -6.000180e-02 
-1.287430e+00 -1.107935e+00 4.499006e-01 -7.711528e-02 
-1.238848e+00 -1.107935e+00 5.227355e-01 -9.863806e-02 
-1.190266e+00 -1.107935e+00 6.062819e-01 -1.256953e-01 
-1.141683e+00 -1.107935e+00 7.018028e-01 -1.596277e-01 
-1.093101e+00 -1.107935e+00 8.101166e-01 -2.019390e-01 
-1.044519e+00 -1.107935e+00 9.310061e-01 -2.541307e-01 
-9.959366e-01 -1.107935e+00 1.062266e+00 -3.173312e-01 
-9.473543e-01 -1.107935e+00 1.198365e+00 -3.916137e-01 
-8.987720e-01 -1.107935e+00 1.328990e+00 -4.749578e-01 
-8.501898e-01 -1.107935e+00 1.438334e+00 -5.620739e-01 
-8.016075e-01 -1.107935e+00 1.506743e+00 -6.438394e-01 
-7.530252e-01 -1.107935e+00 1.516177e+00 -7.085693e-01 
-7.044429e-01 -1.107935e+00 1.458413e+00 -7.457772e-01 
-6.558607e-01 -1.107935e+00 1.340839e+00 -7.508524e-01 
-6.072784e-01 -1.107935e+00 1.184273e+00 -7.271677e-01 
