-1.1219973763e+02 -1.7044921165e+01 -1.7045065428e+01 -1.7044230432e+01
-1.1214085558e+02 -1.7042721650e+01 -1.7045378624e+01 -1.7042345421e+01
-1.1208197354e+02 -1.7042422360e+01 -1.7045669720e+01 -1.7042335260e+01
-1.1202309149e+02 -1.7044720985e+01 -1.7045755601e+01 -1.7044719100e+01
-1.1196420945e+02 -1.7045582425e+01 -1.7045756850e+01 -1.7045581785e+01
-1.1190532740e+02 -1.7043476203e+01 -1.7045734868e+01 -1.7043453699e+01
-1.1184644536e+02 -1.7042150229e+01 -1.7045548107e+01 -1.7041942577e+01
-1.1178756331e+02 -1.7043849749e+01 -1.7045204921e+01 -1.7043299600e+01
-1.1172868126e+02 -1.7045358450e+01 -1.7045020718e+01 -1.7044622354e+01
-1.1166979922e+02 -1.7043883267e+01 -1.7045206049e+01 -1.7043334198e+01
-1.1161091717e+02 -1.7042168162e+01 -1.7045549002e+01 -1.7041961390e+01
-1.1155203513e+02 -1.7043457962e+01 -1.7045734978e+01 -1.7043435568e+01
-1.1149315308e+02 -1.7045572206e+01 -1.7045756817e+01 -1.7045571533e+01
-1.1143427104e+02 -1.7044758999e+01 -1.7045755703e+01 -1.7044757216e+01
-1.1137538899e+02 -1.7042476419e+01 -1.7045670825e+01 -1.7042390406e+01
-1.1131650695e+02 -1.7042738011e+01 -1.7045383758e+01 -1.7042366866e+01
-1.1125762490e+02 -1.7044913516e+01 -1.7045076465e+01 -1.7044233812e+01
-1.1119874286e+02 -1.7044954778e+01 -1.7045077065e+01 -1.7044275608e+01
-1.1113986081e+02 -1.7042791700e+01 -1.7045385135e+01 -1.7042421877e+01
-1.1108097876e+02 -1.7042455202e+01 -1.7045671283e+01 -1.7042369647e+01
-1.1102209672e+02 -1.7044708360e+01 -1.7045755590e+01 -1.7044706465e+01
-1.1096321467e+02 -1.7045596204e+01 -1.7045756861e+01 -1.7045595575e+01
-1.1090433263e+02 -1.7043539685e+01 -1.7045735372e+01 -1.7043517680e+01
-1.1084545058e+02 -1.7042197569e+01 -1.7045551603e+01 -1.7041993361e+01
-1.1078656854e+02 -1.7043847599e+01 -1.7045213661e+01 -1.7043306154e+01
-1.1072768649e+02 -1.7045364405e+01 -1.7045032562e+01 -1.7044640132e+01
-1.1066880445e+02 -1.7043938464e+01 -1.7045214994e+01 -1.7043398233e+01
